video_id,comment_id,sentiment_category,user_scenario,user_question,user_suggestion,positive_cluster_theme,negative_cluster_theme,scenario_cluster_theme,question_cluster_theme,suggestion_cluster_theme
vlbVrtw,c2QMKlIFr,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,c2RUz20Gy,5.0,0.0,0.0,0.0,,,,,
vnK5t9y,c2S61Lhfo,5.0,0.0,0.0,0.0,,,,,
vdbLgWS,c2SDQdgr6,5.0,0.0,0.0,0.0,,,,,
vgmyU_t,c2SYbb4lJ,1.0,0.0,0.0,0.0,xfaiyx smart translator recorder great perfect compact amazing love design,,,,
vmsHv2Z,c2SeGyn0u,1.0,0.0,0.0,0.0,device buy great recorder cool love compact nice design battery,,,,
vz-3GxD,c2Uwt737p,5.0,0.0,0.0,0.0,,,,,
v7lX8Ro,c2VtRzJPS,1.0,0.0,0.0,0.0,device buy great recorder cool love compact nice design battery,,,,
vc_of-A,c2XmiZfoF,5.0,0.0,0.0,0.0,,,,,
vlbVrtw,c2YEMwZtX,5.0,0.0,0.0,0.0,,,,,
vyTFg05,c2aOZ1qY1,5.0,0.0,0.0,0.0,,,,,
vKJ2vqX,c2b8GgyIC,5.0,0.0,0.0,0.0,,,,,
vlbVrtw,c2dja8MCR,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,c2efPz4l_,5.0,0.0,0.0,0.0,,,,,
vdbLgWS,c2euNe6ay,1.0,1.0,0.0,0.0,trip abroad travel perfect trips super love europe viaje traveling,,trip battery perfect travel love life design trips device 🥰,,
vyTFg05,c2fU9zENc,5.0,0.0,0.0,0.0,,,,,
vJAQbN9,c2isvzc1F,4.0,1.0,1.0,0.0,,,recorder smart xfaiyx recording audio interviews perfect great battery quality,noisy environments noise voice recognition device audio recording mp make,
vyTFg05,c2lJmZb_o,5.0,0.0,0.0,0.0,,,,,
vUG_xbR,c2lk8GOjN,5.0,0.0,0.0,0.0,,,,,
vC3BRAo,c2mMVKC_r,4.0,0.0,1.0,0.0,,,,slang phrases informal accurately translate jaka cena 翻訳 übersetzen handle,
vz-3GxD,c2mVp9OLp,4.0,0.0,1.0,0.0,,,,translator translation google translate 翻訳 übersetzer offline translations support buy,
vlbVrtw,c2mrBnzkN,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,c2myZJwYS,5.0,0.0,0.0,0.0,,,,,
vIiTZO1,c2oLXOh1K,5.0,0.0,0.0,0.0,,,,,
vlbVrtw,c2pKisSc9,5.0,0.0,0.0,0.0,,,,,
vJAQbN9,c2q4Z04d-,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,c2qHH3FUB,5.0,0.0,0.0,0.0,,,,,
vIiTZO1,c2qQjfO-Y,5.0,0.0,0.0,0.0,,,,,
vdzrIP2,c2uKKR0Tc,2.0,1.0,0.0,0.0,,翻訳 機 少し 機能 音声 精度 使っ もっと 改善 便利,翻訳 旅行 人 機 使っ 中 外国 まし translator そう,,
v129LuD,c2wyxCEir,2.0,0.0,0.0,0.0,,google translate translator phone übersetzer translation free 😂 app handy,,,
vIiTZO1,c2xM644Vd,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,c3-pW9Khm,5.0,0.0,0.0,0.0,,,,,
v7lX8Ro,c30dz-4l2,4.0,0.0,1.0,0.0,,,,recorder recordings smart xfaiyx storage cloud support transcription directly files,
vIiTZO1,c30oCJreS,5.0,0.0,0.0,0.0,,,,,
vIUVexk,c31vDG-N8,5.0,0.0,0.0,0.0,,,,,
v3-vK-4,c32fOfU8s,5.0,0.0,0.0,0.0,,,,,
vz-3GxD,c33JCRX3R,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,c345WfnUm,5.0,0.0,0.0,0.0,,,,,
vwm_9ft,c348l_GRa,2.0,0.0,1.0,0.0,,languages translations language nt hope internet struggled translator great feature,,slang phrases informal accurately translate jaka cena 翻訳 übersetzen handle,
vdKeRm9,c34m5rJrA,5.0,0.0,0.0,0.0,,,,,
vb-Daa_,c37xXRHzN,5.0,0.0,0.0,0.0,,,,,
vc_of-A,c384ugAAp,1.0,1.0,0.0,0.0,xfaiyx smart translator recorder great perfect compact amazing love design,,xfaiyx translator smart super trip offline support helpful conversations travel,,
vMSQja0,c39HmipEe,1.0,0.0,1.0,0.0,device buy great recorder cool love compact nice design battery,,,translator translation google translate 翻訳 übersetzer offline translations support buy,
vgIr-dG,c39ZhaHpj,1.0,0.0,0.0,0.0,xfaiyx smart translator recorder great perfect compact amazing love design,,,,
vIiTZO1,c3AMBIF7-,5.0,0.0,0.0,0.0,,,,,
vIUVexk,c3C8XZIvw,5.0,0.0,0.0,0.0,,,,,
v7lX8Ro,c3CzOqqnQ,4.0,0.0,1.0,0.0,,,,noisy environments noise voice recognition device audio recording mp make,
vOREHMM,c3D21j9lx,4.0,0.0,1.0,0.0,,,,languages support translate multiple regional language dialects sprachen standard nt,
vlNO1SW,c3DaNI_rB,5.0,0.0,0.0,0.0,,,,,
vnK5t9y,c3EKQseaA,1.0,0.0,0.0,0.0,翻訳 機 번역기 そう 人 便利 少し 旅行 良い 👍,,,,
vdzrIP2,c3FCvi0rr,4.0,0.0,1.0,0.0,,,,translator translation google translate 翻訳 übersetzer offline translations support buy,
vIiTZO1,c3Fv2nZX3,5.0,0.0,0.0,0.0,,,,,
vgmyU_t,c3GXhdbY-,3.0,0.0,0.0,1.0,device buy great recorder cool love compact nice design battery,phone app battery device life buy longer design nt apps,,,recorder smart xfaiyx recordings storage cloud directly feature transcription app
vIiTZO1,c3H6-bnCA,5.0,0.0,0.0,0.0,,,,,
v4Htv2Q,c3K8aNkXK,2.0,1.0,0.0,0.0,,翻訳 機 少し 機能 音声 精度 使っ もっと 改善 便利,翻訳 旅行 人 機 使っ 中 外国 まし translator そう,,
vc_of-A,c3KOl6YA3,5.0,0.0,0.0,0.0,,,,,
vRoMHNQ,c3L_fabeJ,5.0,0.0,0.0,0.0,,,,,
vjqfJjv,c3LiI0qa0,5.0,0.0,0.0,0.0,,,,,
vIiTZO1,c3M47nPaM,5.0,0.0,0.0,0.0,,,,,
vTOfPvS,c3NPWFFEn,4.0,0.0,1.0,0.0,,,,recorder recordings smart xfaiyx storage cloud support transcription directly files,
vusOhpE,c3Pj7mE9I,1.0,1.0,0.0,0.0,trip abroad travel perfect trips super love europe viaje traveling,,trip battery perfect travel love life design trips device 🥰,,
v4Htv2Q,c3QC8kV7A,5.0,0.0,0.0,0.0,,,,,
vyTFg05,c3QWvEwhM,5.0,0.0,0.0,0.0,,,,,
vgXp8qe,c3Qb93lag,5.0,0.0,0.0,0.0,,,,,
vej5bIY,c3R6eZuLw,5.0,0.0,0.0,0.0,,,,,
vIiTZO1,c3S7NlTXN,5.0,0.0,0.0,0.0,,,,,
vyTFg05,c3Sgjmdfr,5.0,0.0,0.0,0.0,,,,,
vbzCZ0h,c3SvNFWKN,4.0,0.0,1.0,0.0,,,,recorder recordings smart xfaiyx storage cloud support transcription directly files,
vTOfPvS,c3UaxqXub,1.0,0.0,0.0,0.0,device buy great recorder cool love compact nice design battery,,,,
v3-vK-4,c3VHbq8-9,5.0,0.0,0.0,0.0,,,,,
vIiTZO1,c3VyXvBbW,5.0,0.0,0.0,0.0,,,,,
vz-3GxD,c3WcTHdc7,5.0,0.0,0.0,0.0,,,,,
v129LuD,c3X7ZadtQ,1.0,1.0,0.0,0.0,trip abroad travel perfect trips super love europe viaje traveling,,trip battery perfect travel love life design trips device 🥰,,
vc_of-A,c3YRWjvbd,5.0,0.0,0.0,0.0,,,,,
vytrCKr,c3_S2Uy5Q,2.0,0.0,0.0,1.0,,翻訳 機 少し 機能 音声 精度 使っ もっと 改善 便利,,,翻訳 機 少し もっと たら 機能 いい 音声 改善 もう
vyTFg05,c3axTXsZY,5.0,0.0,0.0,0.0,,,,,
v2cabia,c3boegMU4,5.0,0.0,0.0,0.0,,,,,
vc_of-A,c3cK8DvcQ,5.0,0.0,0.0,0.0,,,,,
vIUVexk,c3eCen141,3.0,0.0,1.0,0.0,device buy great recorder cool love compact nice design battery,phone app battery device life buy longer design nt apps,,warranty battery internet device phone offline long work connection mobile,
vmsHv2Z,c3edvWZ38,5.0,0.0,0.0,0.0,,,,,
vgIkaeR,c3f82QNXR,5.0,0.0,0.0,0.0,,,,,
vOU2rJb,c3faNvHyE,1.0,1.0,0.0,0.0,xfaiyx smart translator recorder great perfect compact amazing love design,,recorder smart xfaiyx recording audio interviews perfect great battery quality,,
vOREHMM,c3flb_hXi,4.0,0.0,1.0,0.0,,,,slang phrases informal accurately translate jaka cena 翻訳 übersetzen handle,
vc_of-A,c3hcZ22wX,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,c3ibfdiRz,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,c3jF6b8AQ,5.0,0.0,0.0,0.0,,,,,
vMSQja0,c3jWztSdg,5.0,0.0,0.0,0.0,,,,,
vOREHMM,c3jXy4c_F,4.0,0.0,1.0,0.0,,,,warranty battery internet device phone offline long work connection mobile,
vOREHMM,c3krTSuj0,4.0,0.0,1.0,0.0,,,,price buy work app features part kosztuje gdzie nt cost,
vIiTZO1,c3lETDPXu,5.0,0.0,0.0,0.0,,,,,
vc_of-A,c3mTmA1e5,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,c3rOSxUNL,5.0,0.0,0.0,0.0,,,,,
vgIkaeR,c3rmEZLzY,2.0,0.0,0.0,0.0,,languages translations language nt hope internet struggled translator great feature,,,
vJAQbN9,c3rwQRu8V,4.0,0.0,0.0,0.0,,,,,
vIiTZO1,c3sauRKc1,5.0,0.0,0.0,0.0,,,,,
vr_LT5A,c3sx17xW8,5.0,0.0,0.0,0.0,,,,,
vc_of-A,c3t6BYKwR,5.0,0.0,0.0,0.0,,,,,
vKJ2vqX,c3uRpzGQA,5.0,0.0,0.0,0.0,,,,,
v3-vK-4,c3vbdf9dJ,4.0,0.0,1.0,0.0,,,,slang phrases informal accurately translate jaka cena 翻訳 übersetzen handle,
vz-3GxD,c3wk-8MXC,2.0,0.0,0.0,1.0,,audio quality noisy environments nt voice clear feature recording noise,,,audio voice environments recognition noise noisy quality improve feature cancellation
vTOfPvS,c3yIcyfkb,3.0,1.0,0.0,1.0,device buy great recorder cool love compact nice design battery,audio quality noisy environments nt voice clear feature recording noise,recorder smart xfaiyx recording audio interviews perfect great battery quality,,audio voice environments recognition noise noisy quality improve feature cancellation
vlNO1SW,c3yR9QEDE,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,c4-gqZ31f,5.0,0.0,0.0,0.0,,,,,
v95aInR,c4-t3-CYx,5.0,0.0,0.0,0.0,,,,,
vz0mnPd,c404AqhzM,2.0,0.0,0.0,0.0,,languages translations language nt hope internet struggled translator great feature,,,
vgIr-dG,c41vBtMo7,5.0,0.0,0.0,0.0,,,,,
vOqoEVw,c42nGriV3,1.0,0.0,0.0,0.0,device buy great recorder cool love compact nice design battery,,,,
vJOK_jc,c43TmjTxH,5.0,0.0,0.0,0.0,,,,,
vB0lLSM,c43aanE8d,1.0,0.0,0.0,0.0,translator love languages language amazing translation great transcription feature translate,,,,
vz-3GxD,c43nzLs8o,5.0,0.0,0.0,0.0,,,,,
vRoMHNQ,c46dTrpAh,5.0,0.0,0.0,0.0,,,,,
v2cabia,c47RKA-Us,5.0,0.0,0.0,0.0,,,,,
vej5bIY,c4Aq-_Xpd,5.0,0.0,0.0,0.0,,,,,
vOREHMM,c4BzyeepN,1.0,0.0,0.0,0.0,device buy great recorder cool love compact nice design battery,,,,
vdKeRm9,c4C5aMdoL,5.0,0.0,0.0,0.0,,,,,
vJOK_jc,c4Dw4ZDrv,5.0,0.0,0.0,0.0,,,,,
vnK5t9y,c4EAJpYxz,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,c4FMrZ7E3,1.0,1.0,0.0,0.0,xfaiyx smart translator recorder great perfect compact amazing love design,,xfaiyx translator smart super trip offline support helpful conversations travel,,
vgIr-dG,c4G3AhPUY,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,c4G8LoLNc,5.0,0.0,0.0,0.0,,,,,
vyTFg05,c4GDJSAsx,4.0,0.0,1.0,0.0,,,,recorder recordings smart xfaiyx storage cloud support transcription directly files,
vgIr-dG,c4HHroQtQ,1.0,1.0,0.0,0.0,xfaiyx smart translator recorder great perfect compact amazing love design,,xfaiyx translator smart super trip offline support helpful conversations travel,,
vgIr-dG,c4HJqNf0a,5.0,0.0,0.0,0.0,,,,,
vlNO1SW,c4HgBbzpy,5.0,0.0,0.0,0.0,,,,,
vRoMHNQ,c4ISVf9nT,3.0,0.0,0.0,1.0,xfaiyx smart translator recorder great perfect compact amazing love design,xfaiyx smart translator recorder translators design great battery jest price,,,xfaiyx translator smart translators hope wäre improve może battery feature
vgIr-dG,c4Igp21OU,2.0,1.0,0.0,0.0,,languages translations language nt hope internet struggled translator great feature,翻訳 旅行 人 機 使っ 中 外国 まし translator そう,,
vTOfPvS,c4JR_jssq,1.0,0.0,0.0,0.0,xfaiyx smart translator recorder great perfect compact amazing love design,,,,
vnK5t9y,c4LBSm4e0,5.0,0.0,0.0,0.0,,,,,
vc_of-A,c4LE0CgBN,3.0,0.0,0.0,0.0,xfaiyx smart translator recorder great perfect compact amazing love design,xfaiyx smart translator recorder translators design great battery jest price,,,
vyTFg05,c4Le5JC4A,5.0,0.0,0.0,0.0,,,,,
vIUVexk,c4LkuJOU7,4.0,0.0,1.0,0.0,,,,translator translation google translate 翻訳 übersetzer offline translations support buy,
vgIr-dG,c4M1SLZ09,5.0,0.0,0.0,0.0,,,,,
vKJ2vqX,c4OQRBJu3,5.0,0.0,0.0,0.0,,,,,
vZBnD1J,c4QuVPcH7,4.0,1.0,0.0,1.0,,,trip battery perfect travel love life design trips device 🥰,,battery life longer trips lasted long design great sleek day
vtFQ8Km,c4RCKg6aL,2.0,0.0,0.0,0.0,,google translate translator phone übersetzer translation free 😂 app handy,,,
v0nP_KB,c4RfaH6nl,1.0,1.0,0.0,0.0,translator love languages language amazing translation great transcription feature translate,,meetings work lectures business perfect transcription language great translator nt,,
vIiTZO1,c4VU7kn1d,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,c4W49XbRy,5.0,0.0,0.0,0.0,,,,,
vKS-ol0,c4X24I1PK,1.0,1.0,0.0,0.0,翻訳 機 번역기 そう 人 便利 少し 旅行 良い 👍,,翻訳 旅行 人 機 使っ 中 外国 まし translator そう,,
vVS_NZR,c4Y24cREV,1.0,1.0,0.0,0.0,device buy great recorder cool love compact nice design battery,,recorder smart xfaiyx recording audio interviews perfect great battery quality,,
vr_LT5A,c4ZTsoTHz,2.0,0.0,0.0,1.0,,price nt euro teuer high bit preis gut design parece,,,app design device sleek compact interface easier version screen larger
vgIr-dG,c4_oAPAqu,5.0,0.0,0.0,0.0,,,,,
v2cabia,c4_rurkH4,5.0,0.0,0.0,0.0,,,,,
vr_LT5A,c4aJ_Vqfr,5.0,0.0,0.0,0.0,,,,,
vRoMHNQ,c4arKcCnO,1.0,1.0,0.0,0.0,翻訳 機 번역기 そう 人 便利 少し 旅行 良い 👍,,翻訳 旅行 人 機 使っ 中 外国 まし translator そう,,
vMULQIS,c4bEpzDi2,5.0,0.0,0.0,0.0,,,,,
vwK0Ro5,c4bEuubzX,5.0,0.0,0.0,0.0,,,,,
vRoMHNQ,c4btw1EIS,5.0,0.0,0.0,0.0,,,,,
vlbVrtw,c4f5Bxlq4,5.0,0.0,0.0,0.0,,,,,
vc_of-A,c4fWMYF2z,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,c4hDA8rL_,5.0,0.0,0.0,0.0,,,,,
vlNO1SW,c4hJ0M1c2,5.0,0.0,0.0,0.0,,,,,
vyumcj7,c4hSb-tBl,5.0,0.0,0.0,0.0,,,,,
vIiTZO1,c4hT21Mwp,5.0,0.0,0.0,0.0,,,,,
vRoMHNQ,c4iFpM9G2,5.0,0.0,0.0,0.0,,,,,
v-ox8Uw,c4iR_X9rT,1.0,0.0,0.0,0.0,device buy great recorder cool love compact nice design battery,,,,
vyTFg05,c4icWD-JR,5.0,0.0,0.0,0.0,,,,,
vMSQja0,c4isYWVco,5.0,0.0,0.0,0.0,,,,,
v95aInR,c4k_UxTqE,1.0,0.0,0.0,0.0,trip abroad travel perfect trips super love europe viaje traveling,,,,
vgIkaeR,c4q25-lIT,5.0,0.0,0.0,0.0,,,,,
vyTFg05,c4qB0m4b4,5.0,0.0,0.0,0.0,,,,,
vyTFg05,c4qDO_Pzk,5.0,0.0,0.0,0.0,,,,,
v4wSOpe,c4uHPpXB8,4.0,0.0,1.0,0.0,,,,noisy environments noise voice recognition device audio recording mp make,
vytrCKr,c4w29z1ar,1.0,1.0,0.0,0.0,translator love languages language amazing translation great transcription feature translate,,meetings work lectures business perfect transcription language great translator nt,,
vKS-ol0,c4wYiRFJK,2.0,0.0,0.0,0.0,,翻訳 機 少し 機能 音声 精度 使っ もっと 改善 便利,,,
vyTFg05,c4xiaijdV,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,c4yWSK6O6,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,c4yi3CwNZ,5.0,0.0,0.0,0.0,,,,,
vtFQ8Km,c5-2XPlXg,4.0,0.0,1.0,0.0,,,,slang phrases informal accurately translate jaka cena 翻訳 übersetzen handle,
v95aInR,c5-7whjDo,5.0,0.0,0.0,0.0,,,,,
vMSQja0,c5-TO7W07,5.0,0.0,0.0,0.0,,,,,
vytrCKr,c50Oqq2dN,2.0,0.0,0.0,0.0,,翻訳 機 少し 機能 音声 精度 使っ もっと 改善 便利,,,
vtFQ8Km,c50VSmQIQ,1.0,1.0,0.0,0.0,翻訳 機 번역기 そう 人 便利 少し 旅行 良い 👍,,翻訳 旅行 人 機 使っ 中 外国 まし translator そう,,
vzFysYU,c51TL5eQC,1.0,1.0,0.0,0.0,翻訳 機 번역기 そう 人 便利 少し 旅行 良い 👍,,翻訳 旅行 人 機 使っ 中 外国 まし translator そう,,
vc_of-A,c535EI_OP,1.0,1.0,0.0,0.0,translator love languages language amazing translation great transcription feature translate,,meetings work lectures business perfect transcription language great translator nt,,
vz-3GxD,c53fpwQim,1.0,1.0,0.0,0.0,xfaiyx smart translator recorder great perfect compact amazing love design,,xfaiyx translator smart super trip offline support helpful conversations travel,,
vr_LT5A,c53k-ixUK,5.0,0.0,0.0,0.0,,,,,
vIiTZO1,c54yNWAn1,5.0,0.0,0.0,0.0,,,,,
vz-3GxD,c55deEu9E,5.0,0.0,0.0,0.0,,,,,
vyTFg05,c56GtN31c,5.0,0.0,0.0,0.0,,,,,
vlbVrtw,c5764qYOE,5.0,0.0,0.0,0.0,,,,,
vKJ2vqX,c57G-s0CK,5.0,0.0,0.0,0.0,,,,,
vKJ2vqX,c58D2mpes,5.0,0.0,0.0,0.0,,,,,
v4wSOpe,c58GdrB0l,1.0,0.0,0.0,0.0,device buy great recorder cool love compact nice design battery,,,,
vgIr-dG,c58N38SLl,5.0,0.0,0.0,0.0,,,,,
vgIkaeR,c59XH_4Yq,1.0,1.0,0.0,0.0,trip abroad travel perfect trips super love europe viaje traveling,,trip battery perfect travel love life design trips device 🥰,,
vz-3GxD,c59gSPPsW,5.0,0.0,0.0,0.0,,,,,
vmsHv2Z,c5A97xwEl,1.0,0.0,0.0,0.0,xfaiyx smart translator recorder great perfect compact amazing love design,,,,
vOU2rJb,c5AP8H09D,3.0,0.0,0.0,1.0,xfaiyx smart translator recorder great perfect compact amazing love design,xfaiyx smart translator recorder translators design great battery jest price,,,recorder smart xfaiyx recordings storage cloud directly feature transcription app
vIiTZO1,c5As_lgkR,5.0,0.0,0.0,0.0,,,,,
vIiTZO1,c5E72I-Zi,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,c5E9t9FhI,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,c5ESmdaDf,5.0,0.0,0.0,0.0,,,,,
vJOK_jc,c5Fi3TjpE,1.0,1.0,0.0,0.0,xfaiyx smart translator recorder great perfect compact amazing love design,,xfaiyx translator smart super trip offline support helpful conversations travel,,
vIiTZO1,c5HtrP-GQ,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,c5IpfDS2c,5.0,0.0,0.0,0.0,,,,,
vVS_NZR,c5JQ-uZED,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,c5KAaU_x5,5.0,0.0,0.0,0.0,,,,,
vOREHMM,c5KYsAUZx,1.0,0.0,1.0,0.0,device buy great recorder cool love compact nice design battery,,,translator translation google translate 翻訳 übersetzer offline translations support buy,
vhIxU0L,c5LAgyIBn,5.0,0.0,0.0,0.0,,,,,
vOREHMM,c5LUzGK89,1.0,1.0,0.0,0.0,xfaiyx smart translator recorder great perfect compact amazing love design,,xfaiyx translator smart super trip offline support helpful conversations travel,,
vdbLgWS,c5LjtZnM_,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,c5MfOvP-N,5.0,0.0,0.0,0.0,,,,,
vMSQja0,c5MvJYPg8,1.0,1.0,0.0,0.0,翻訳 機 번역기 そう 人 便利 少し 旅行 良い 👍,,翻訳 旅行 人 機 使っ 中 外国 まし translator そう,,
vz0mnPd,c5OMAJ3tq,1.0,0.0,1.0,0.0,翻訳 機 번역기 そう 人 便利 少し 旅行 良い 👍,,,slang phrases informal accurately translate jaka cena 翻訳 übersetzen handle,
vKJ2vqX,c5OaDIt1d,5.0,0.0,0.0,0.0,,,,,
vZNFtEb,c5QaRMD52,5.0,0.0,0.0,0.0,,,,,
vKJ2vqX,c5RQEfCCA,5.0,0.0,0.0,0.0,,,,,
v4wSOpe,c5Si-dc-E,5.0,0.0,0.0,0.0,,,,,
vlNO1SW,c5StAMU-U,3.0,0.0,0.0,1.0,device buy great recorder cool love compact nice design battery,phone app battery device life buy longer design nt apps,,,app design device sleek compact interface easier version screen larger
vz-3GxD,c5TaPPUOc,5.0,0.0,0.0,0.0,,,,,
vej5bIY,c5UO2Y-ch,1.0,0.0,0.0,0.0,translator love languages language amazing translation great transcription feature translate,,,,
v7lX8Ro,c5UcQtscw,3.0,1.0,0.0,0.0,translator love languages language amazing translation great transcription feature translate,languages translations language nt hope internet struggled translator great feature,meetings work lectures business perfect transcription language great translator nt,,
vyTFg05,c5V7vfRdj,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,c5Yjj2cxu,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,c5cCJcfI-,5.0,0.0,0.0,0.0,,,,,
vzFysYU,c5cDM8Po1,5.0,0.0,0.0,0.0,,,,,
vIiTZO1,c5e2kVVpj,5.0,0.0,0.0,0.0,,,,,
vMULQIS,c5e5o9_8u,5.0,0.0,0.0,0.0,,,,,
vwK0Ro5,c5ghtw05v,5.0,0.0,0.0,0.0,,,,,
vJAQbN9,c5hSx8nfj,5.0,0.0,0.0,0.0,,,,,
vz0mnPd,c5ifqq7lM,5.0,0.0,0.0,0.0,,,,,
vIiTZO1,c5ila9d4a,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,c5imBMLNP,5.0,0.0,0.0,0.0,,,,,
vRoMHNQ,c5jn1hPQY,5.0,0.0,0.0,0.0,,,,,
vIiTZO1,c5kcw0hW1,5.0,0.0,0.0,0.0,,,,,
vyTFg05,c5lWluzsk,5.0,0.0,0.0,0.0,,,,,
vc_of-A,c5mBBG1bG,5.0,0.0,0.0,0.0,,,,,
vyTFg05,c5mUZYHQz,5.0,0.0,0.0,0.0,,,,,
vtFQ8Km,c5pVH9rZ-,5.0,0.0,0.0,0.0,,,,,
vC3BRAo,c5ptc7Uh8,5.0,0.0,0.0,0.0,,,,,
vyTFg05,c5q9keSD9,5.0,0.0,0.0,0.0,,,,,
vKS-ol0,c5qLUEHVs,1.0,1.0,0.0,0.0,trip abroad travel perfect trips super love europe viaje traveling,,翻訳 旅行 人 機 使っ 中 外国 まし translator そう,,
vlbVrtw,c5rMqhwO9,5.0,0.0,0.0,0.0,,,,,
vgmyU_t,c5rRHzkRp,4.0,0.0,0.0,0.0,,,,,
vdKeRm9,c5t5zMAEv,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,c5tybbjQR,5.0,0.0,0.0,0.0,,,,,
vdKeRm9,c5u22yCaK,2.0,0.0,0.0,0.0,,google translate translator phone übersetzer translation free 😂 app handy,,,
vIiTZO1,c5uDC0xVB,5.0,0.0,0.0,0.0,,,,,
vnK5t9y,c5vLorbkh,4.0,1.0,0.0,0.0,,,翻訳 旅行 人 機 使っ 中 外国 まし translator そう,,
vjEBu9W,c5wUW5X2D,3.0,1.0,0.0,1.0,xfaiyx smart translator recorder great perfect compact amazing love design,xfaiyx smart translator recorder translators design great battery jest price,xfaiyx translator smart super trip offline support helpful conversations travel,,xfaiyx translator smart translators hope wäre improve może battery feature
vgXp8qe,c5xdNm_7j,5.0,0.0,0.0,0.0,,,,,
vdKeRm9,c5y-9HyEb,4.0,0.0,1.0,0.0,,,,slang phrases informal accurately translate jaka cena 翻訳 übersetzen handle,
vc_of-A,c5y_pzVnS,5.0,0.0,0.0,0.0,,,,,
vIiTZO1,c5yleCspR,5.0,0.0,0.0,0.0,,,,,
vRoMHNQ,c5zXoxTqP,5.0,0.0,0.0,0.0,,,,,
vIiTZO1,c6-3R7ctz,5.0,0.0,0.0,0.0,,,,,
vUG_xbR,c62a97z_a,1.0,0.0,1.0,0.0,translator love languages language amazing translation great transcription feature translate,,,slang phrases informal accurately translate jaka cena 翻訳 übersetzen handle,
vej5bIY,c63oW7dUM,5.0,0.0,0.0,0.0,,,,,
vZNFtEb,c63xB7nXs,3.0,0.0,0.0,0.0,翻訳 機 번역기 そう 人 便利 少し 旅行 良い 👍,google translate translator phone übersetzer translation free 😂 app handy,,,
vz-3GxD,c659x8jyr,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,c65JJFM4v,5.0,0.0,0.0,0.0,,,,,
vMSQja0,c67YVghJO,5.0,0.0,0.0,0.0,,,,,
vJOK_jc,c67iRqm9B,5.0,0.0,0.0,0.0,,,,,
vJAQbN9,c68ZY5cKR,5.0,0.0,0.0,0.0,,,,,
vc_of-A,c68xKhVj4,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,c697BFppV,5.0,0.0,0.0,0.0,,,,,
vKJ2vqX,c6BE8Z9L6,3.0,0.0,0.0,1.0,xfaiyx smart translator recorder great perfect compact amazing love design,xfaiyx smart translator recorder translators design great battery jest price,,,xfaiyx translator smart translators hope wäre improve może battery feature
v_Ur2e7,c6Eb10lRs,1.0,0.0,0.0,0.0,translator love languages language amazing translation great transcription feature translate,,,,
vJAQbN9,c6EjAsQ6Y,1.0,1.0,0.0,0.0,trip abroad travel perfect trips super love europe viaje traveling,,trip battery perfect travel love life design trips device 🥰,,
vbzCZ0h,c6F_rMRff,1.0,1.0,0.0,0.0,xfaiyx smart translator recorder great perfect compact amazing love design,,recorder smart xfaiyx recording audio interviews perfect great battery quality,,
vTOfPvS,c6HmhOvG9,1.0,0.0,0.0,0.0,device buy great recorder cool love compact nice design battery,,,,
vyTFg05,c6JhS-epK,5.0,0.0,0.0,0.0,,,,,
vgIr-dG,c6LKJwoUr,5.0,0.0,0.0,0.0,,,,,
vMSQja0,c6Qm47Xv9,1.0,1.0,0.0,0.0,xfaiyx smart translator recorder great perfect compact amazing love design,,xfaiyx translator smart super trip offline support helpful conversations travel,,
vJOK_jc,c6SiVvDk-,5.0,0.0,0.0,0.0,,,,,
vOU2rJb,c6SiZ96NN,1.0,0.0,0.0,0.0,xfaiyx smart translator recorder great perfect compact amazing love design,,,,
v3-vK-4,c6VV_ftko,5.0,0.0,0.0,0.0,,,,,
vz0DmiM,c6XBvaXlt,4.0,1.0,1.0,0.0,,,recorder smart xfaiyx recording audio interviews perfect great battery quality,slang phrases informal accurately translate jaka cena 翻訳 übersetzen handle,
