video_id,comment_id,comment_text,sentiment_category,user_scenario,user_question,user_suggestion,positive_cluster_theme,negative_cluster_theme,scenario_cluster_theme,question_cluster_theme,suggestion_cluster_theme
v1hWN0s,ci212oeE5,beaming face with smiling eyes beaming face with smiling eyes beaming face with smiling eyes,5.0,0.0,0.0,0.0,,,,,
v8TdcdK,ci5F9xWZF,Carrie is a girl's girl nail polish light skin tone sparkles red heart,5.0,0.0,0.0,0.0,,,,,
vQjtjf2,ci5HC2pwC,Les va quitar el trabajo a la gente que estudia idioma profesional ?,4.0,0.0,1.0,0.0,,,,,
v8TdcdK,ci5pTm363,A few days a go nick was jealous of niro because niro was carries high school crush now they are like brother,5.0,0.0,0.0,0.0,,,,,
vB3iY9I,ci69s6WUD,He has a beverage company with several billion dollars. Why bother with this change money?,5.0,0.0,0.0,0.0,,,,,
vr9Mebt,ciGIzJW_c,"5:13 I’m wonder why they don't develop it as an app, nowadays, no one wants to bring another phone that can only translate grinning face with sweat",2.0,0.0,0.0,1.0,,,,,
vKlzOiZ,ciI4nWfaT,감사 ..꼭사야겠네요!!,1.0,0.0,0.0,0.0,,,,,
vB3iY9I,ciJbp1Vg_,"I have this sneaking suspicion that Logan Paul is closer to an idiot who keeps allowing scam actors to convince him to package their scams into his ideas, or perhaps to sponsor their scams directly. Being an idiot, or incompetent is not a defense. Just look at what happened to SBF as an example.",5.0,0.0,0.0,0.0,,,,,
v1hWN0s,ciLrmw4jX,Louis Litt would buss if he saw this,5.0,0.0,0.0,0.0,,,,,
vb-WyHa,ciRN7Ah-G,face blowing a kiss heart suit heart suit heart suit,5.0,0.0,0.0,0.0,,,,,
vTdqmte,ciRaGOBRu,Love all of your content! Would like to see more of this cold exposure videos. Is it not about time Kombi life enters Sweden and especially the north of Sweden in Dec-February?,5.0,0.0,0.0,0.0,,,,,
vJUEX3u,cibXm4bGT,smiling face with hearts grinning face with sweat,5.0,0.0,0.0,0.0,,,,,
v8TdcdK,cim5V5bOd,face with tears of joy ur price of lying face with tears of joy face with tears of joy face with tears of joy,5.0,0.0,0.0,0.0,,,,,
vhTHDT-,cipzH71Yf,face with tears of joy face with tears of joy face with tears of joy face with tears of joy,5.0,0.0,0.0,0.0,,,,,
vWN5LPe,citTXwd7o,How do you keep motivated to do assignments if there is no deadline I am doing a level 3 diploma in zoo keeping it’s online and there is no deadlines and the tutor is not the best at responding it can take up to 2 weeks or more for a response but I do struggle to complete an assignment as there is no deadlines for me to keep a routine?,5.0,0.0,0.0,0.0,,,,,
v8TdcdK,ciwydNtya,Pin me its going to viral party popper,5.0,0.0,0.0,0.0,,,,,
v8TdcdK,cix30FEAA,POV talking about something else in front of your girlfriend. But you don’t know that she’s using a translator face with open mouth face with open mouth face with open mouth face with open mouth face with open mouth,4.0,1.0,0.0,0.0,,,,,
vKlzOiZ,cj-XZw1Cm,항상 응원합니다 ! Merry Christmas ~~~,5.0,0.0,0.0,0.0,,,,,
v8TdcdK,cj6andagU,Hahahahahahaha face with tears of joy face with tears of joy face with tears of joy rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing,5.0,0.0,0.0,0.0,,,,,
v8TdcdK,cj7tzeYaw,Sheesh I use that translator alr,1.0,1.0,0.0,0.0,,,,,
vhTHDT-,cj8W_T3W6,"I love how compact it is, but the speaker volume could be louder.",3.0,0.0,0.0,1.0,,,,,
vB3iY9I,cjB53BE3A,not a lawyer but logan paul doesn't have a case at all coffeezilla has all the evidence logan trying to silence him proves logan knows he scammed people it's a joke. just plain ignorance from rich logan paul here coffeezilla lawyers are going to destroy logan paul.,5.0,0.0,0.0,0.0,,,,,
vhTHDT-,cjFXoJffD,face with tears of joy face with tears of joy face with tears of joy,5.0,0.0,0.0,0.0,,,,,
ve33QLn,cjG-_tJuD,"cuál celular es mejor el s24 ultra o el Xiaomi 14 ultra. Cómo en juegos, ver videos, series, peliculas grabar videos y tomar fotos, zoom GB de ram y GB ,procesador camara IA esque no se cuál comprar",5.0,0.0,0.0,0.0,,,,,
v8TdcdK,cjKbOJRa0,face with tears of joy face with tears of joy face with tears of joy,5.0,0.0,0.0,0.0,,,,,
vB3iY9I,cjNLbXYIQ,its tpycial SLAPP lawsuit that will be dissmissed hopefully,5.0,0.0,0.0,0.0,,,,,
v4g6avX,cjQC1P9x0,I love how compact it is! Fits perfectly in my travel bag smiling face with hearts,1.0,1.0,0.0,0.0,,,,,
vbesCCb,cjV6aVaaG,"Das Konzept ist interessant, aber ich denke, eine App-Version wäre viel praktischer und günstiger.",3.0,0.0,0.0,1.0,,,,,
v8TdcdK,cjbWqlhym,SHE ATE THAT UP-,5.0,0.0,0.0,0.0,,,,,
vKlzOiZ,cjg5yb4qK,국민들 허리띠 매야 살겠구나,5.0,0.0,0.0,0.0,,,,,
v8TdcdK,cjiVg2KCX,face with tears of joy,5.0,0.0,0.0,0.0,,,,,
vpOtjW1,cjii2hh8W,mam can u make a video regarding supply chain management in ireland??,5.0,0.0,0.0,0.0,,,,,
vUt-uCX,cjizUCzur,Bro is like the comic accurate wolverine in deadpool,5.0,0.0,0.0,0.0,,,,,
v8TdcdK,cjmcMBRzL,Bro I think it's too much it can ruin Nick's friend's relationship,5.0,0.0,0.0,0.0,,,,,
vhTHDT-,cjrei6dQX,You two are so funny face with tears of joy Love yall! two hearts,5.0,0.0,0.0,0.0,,,,,
vQjtjf2,cjs5tLurv,¿Funciona bien en ambientes ruidosos? Esto sería clave para usarlo en lugares públicos.,4.0,1.0,1.0,0.0,,,,,
v1hWN0s,cjtQ8FFek,What does powered by AI mean? Elaborate. What is the AI doing? face with tears of joy face with tears of joy face with tears of joy,4.0,0.0,1.0,0.0,,,,,
vr9Mebt,cjtixU5jM,But I have sent one and wanted to get feedback crying face crying face,5.0,0.0,0.0,0.0,,,,,
v1hWN0s,cjwNgbxNM,why do I feel like this is just another Android APK again?,2.0,0.0,0.0,0.0,,,,,
v8TdcdK,cjwVE_z4I,I should play dress to impress in Roblox face with tears of joy red heart red heart red heart love you and pls pin red heart red heart red heart red heart red heart smiling face with smiling eyes smiling face with smiling eyes smiling face with smiling eyes,5.0,0.0,0.0,0.0,,,,,
vKlzOiZ,ck5DYhJoW,"우리나라도 경제 진짜 심각합니다. 윤석열 대통령님께서 무려 25년만에 일본한테 경제성장률 역전당하셨어요 2023 한국 경제성장률: 1.4, 2023 일본 경제성장률: 1.9. 환율도 1500 뚫기 직전",5.0,0.0,0.0,0.0,,,,,
v8TdcdK,ck5Uqj1MT,WHAT NICK IS CLL AND CARRIE SO NOT,5.0,0.0,0.0,0.0,,,,,
v3T6mPl,ck6mjARHw,"I like the design, but it’s a bit pricey compared to just using my phone.",3.0,0.0,0.0,0.0,,,,,
vKlzOiZ,ck9rvmV5L,한국이 망해가는데 터키걱정하는 한국유튜버네요 멋지네요,5.0,0.0,0.0,0.0,,,,,
v4g6avX,ckD8rZ9ZT,That’s a cool device smiling face with hearts,1.0,0.0,0.0,0.0,,,,,
vB3iY9I,ckDtkPj6L,"How very dare he! Sami Zayn is too pure, he doesn't need Logan's greed-hands lain on him.",5.0,0.0,0.0,0.0,,,,,
v1hWN0s,ckGbwcnLl,Sounds super tinny,2.0,0.0,0.0,0.0,,,,,
v8TdcdK,ckHLBtBTR,Bro died as afk,5.0,0.0,0.0,0.0,,,,,
v1hWN0s,ckH_ALVsx,Price please,1.0,0.0,1.0,0.0,,,,,
v4g6avX,ckImhq_yS,Why is it so expensive compared to other translators? confused face,2.0,0.0,1.0,0.0,,,,,
v8TdcdK,ckKj5PYCC,"*The greatest asian weapon aint a gun, its the slipper",5.0,0.0,0.0,0.0,,,,,
v8TdcdK,ckMUciDiC,This was hilarious and fyi Nick is a little a fool and his friend face with tears of joy,5.0,0.0,0.0,0.0,,,,,
v8TdcdK,ckNjRQAx_,No f ing way my dad has the exact same phone case from casetify the one Carrie is carrying face with tears of joy,5.0,0.0,0.0,0.0,,,,,
vKlzOiZ,ckPJY-R_m,대통령을 잘 뽑아야지... 쯧쯧.. 불쌍한 놈들.... ᄏᄏ 우리의 미래다,5.0,0.0,0.0,0.0,,,,,
v8TdcdK,ckSeqSJY7,That's not Fair!!!! face with tears of joy face with tears of joy face with tears of joy face with tears of joy,5.0,0.0,0.0,0.0,,,,,
v8TdcdK,ckVVbL6Ju,face with tears of joy face with tears of joy face with tears of joy face with tears of joy red heart,5.0,0.0,0.0,0.0,,,,,
v1hWN0s,ckW1Yc-Ta,"It’s great for students taking notes, but I wish it had better battery life.",3.0,1.0,0.0,1.0,,,,,
vhTHDT-,ck_-tMqhX,"I bought this last week and honestly, it's not as accurate as I hoped grinning face with sweat",2.0,0.0,0.0,0.0,,,,,
v1hWN0s,ck_ZjWbzF,Same as my phone,4.0,0.0,0.0,0.0,,,,,
vUt-uCX,ckhWaeHDH,dude grinning face with sweat grinning face with sweat grinning face with sweat ... that's how tall are u,5.0,0.0,0.0,0.0,,,,,
v8TdcdK,ckhdtkQsQ,Nick I can understand what you were saying,5.0,0.0,0.0,0.0,,,,,
vTdqmte,ckhmWPLAg,"First of all, Tamara is an absolute gem. Your predicament is starting to scare me a bit. The kindness of strangers have probably saved us all at one time or another. Please help other travelers in need whenever you can. Wishing You Well.",5.0,0.0,0.0,0.0,,,,,
v8TdcdK,cklDYRIPL,Nick:shocked Carrie:rocked,5.0,0.0,0.0,0.0,,,,,
vUt-uCX,ckn6jAt8p,zakayo rolling on the floor laughing,5.0,0.0,0.0,0.0,,,,,
vTdqmte,cknBeNjX1,"How many episodes will the van be stationary? rolling on the floor laughing I know it's vanlife, but I'm expecting to see it move!",5.0,0.0,0.0,0.0,,,,,
v8TdcdK,cknEKvN_z,That’s my girl red heart smiling face with smiling eyes,5.0,0.0,0.0,0.0,,,,,
v8TdcdK,ckoafGJ03,jumpscare in end got me,5.0,0.0,0.0,0.0,,,,,
vhTHDT-,ckqDybzw6,face with tears of joy face with tears of joy face with tears of joy,5.0,0.0,0.0,0.0,,,,,
vUt-uCX,ckqmlX9yS,Xfaiyx SMART TRANSLATOR,4.0,0.0,0.0,0.0,,,,,
v8TdcdK,ckvWF5h33,That ending rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing,5.0,0.0,0.0,0.0,,,,,
vb-WyHa,ckwSu8jac,It’s currently on sale smiling face with smiling eyes,1.0,0.0,0.0,0.0,,,,,
v1hWN0s,ckzEmzGjx,Doesn’t my phone do that ??,4.0,0.0,1.0,0.0,,,,,
vB3iY9I,ckzi22v5k,How hasn't this piece of shit been sued himself?,5.0,0.0,0.0,0.0,,,,,
ve33QLn,cl0Gef4J7,cómo que para que lo usaría ? obviamente para jugar basket smiling face with sunglasses,4.0,1.0,0.0,0.0,,,,,
vpOtjW1,cl0QwEpRn,"The Xfaiyx Smart Translator seems like a great tool for navigating the German job market, especially for international students who might struggle with language barriers. Does it support offline translation?",1.0,1.0,1.0,0.0,,,,,
vmCnKGQ,cl18SlTiq,This Xfaiyx Smart Recorder seems perfect for students and professionals alike!,1.0,1.0,0.0,0.0,,,,,
vr9Mebt,cl5BVB2JW,"Hello Laura, This is truly a good English speaking lesson of you giving your students the speaking chances in English. They spoke lovely even though they had some slight mistakes. Even I make mistakes when I speak English, but Laura I want you to correct my mistakes",5.0,0.0,0.0,0.0,,,,,
vmCnKGQ,cl5rUG6pW,Convenient for capturing spontaneous ideas.,1.0,1.0,0.0,0.0,,,,,
vKlzOiZ,cl8t88HBa,튀르키에 관광객 많이 오는걸로 5위 안에 들건데 그돈 다 어디가는거지 관광객 수입만 70조 이상으로 걷어들인다고 하는데 그돈 다 어디가는거죠 왜 나라에 돈이 없는거죠 궁금하네요,5.0,0.0,0.0,0.0,,,,,
v8TdcdK,clAKpUkr9,My iPad Air 3 can do that,4.0,0.0,0.0,0.0,,,,,
vKlzOiZ,clIc8OsPz,"튀르키예에서 물가가 많이 올랐다고 하셨는데, 이 통역기를 사용하면 현지 상점에서 가격 협상할 때 유용할 것 같아요.",1.0,1.0,0.0,0.0,,,,,
v8TdcdK,clIjPwtUf,no wonder girls why annoying,5.0,0.0,0.0,0.0,,,,,
vKlzOiZ,clM0mJ-b0,씁쓸하네 이 영상에서 조차 좌우로 갈라서 싸우는게 참... 서로 상대방이 되면 나라 망한다고 하는데 그럼 둘다 되면 안되는거 아닌가 바꿀 생각없이 둘중 하나를 뽑아야하고 상대방을 헐뜯으면서 대안이 없게끔 정치 세뇌화가 너무 심각하다 정말,5.0,0.0,0.0,0.0,,,,,
viVgLsZ,clMu_Tlkc,30 Kontinte? face with tears of joy,5.0,0.0,0.0,0.0,,,,,
v3T6mPl,clQ1v534L,"I think it’s a great product, but it would be even better if it had a longer battery life.",3.0,0.0,0.0,1.0,,,,,
ve33QLn,clSfNVKdo,segundo,5.0,0.0,0.0,0.0,,,,,
v8TdcdK,clVOXVdeL,"""hi Apnavi grinning face with sweat Niro's over there smiling face with smiling eyes "" ""Carrie's over there unamused face """,5.0,0.0,0.0,0.0,,,,,
v8TdcdK,clWA5jLg7,Where did you get that from,4.0,0.0,1.0,0.0,,,,,
vKlzOiZ,claYVDajp,한국도 지금 환율 폭등으로 여러가지 물가가 오르고 있습니다. 달러만 강세고 나머지 화폐는 다 약세. 이 현상이 과연 언제까지 갈까요?,5.0,0.0,0.0,0.0,,,,,
v8TdcdK,clbQs_nK0,ayoooo thats what you get rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing,5.0,0.0,0.0,0.0,,,,,
vWN5LPe,cleV7j36Z,"I’ve been using the Xfaiyx Smart Translator for client meetings, and while it’s helpful, I wish it had a faster response time.",3.0,1.0,0.0,1.0,,,,,
vbesCCb,cleatSWCT,samsung dolmetscher :v,4.0,0.0,0.0,0.0,,,,,
v1hWN0s,clgwc95ig,I’m curious if it can transcribe medical jargon accurately.,4.0,0.0,1.0,0.0,,,,,
vbesCCb,cljUeJiIc,smirking face,5.0,0.0,0.0,0.0,,,,,
v8TdcdK,clonG8q8D,I just knew that nick and carrie live in Australia Australia like me no way,5.0,0.0,0.0,0.0,,,,,
vmCnKGQ,clorTo6yp,"Can you edit recordings directly on the device, or do you need to use a computer?",4.0,0.0,1.0,0.0,,,,,
v8TdcdK,clpMajWU-,And I oops,5.0,0.0,0.0,0.0,,,,,
v1hWN0s,clqOeEcGV,This is really cool I need one,1.0,0.0,0.0,0.0,,,,,
v8TdcdK,clqW9aiqT,There reactions lol face with tears of joy,5.0,0.0,0.0,0.0,,,,,
vr9Mebt,cltVFBIeN,Google translate app is good instead of your device ...sorry red heart red heart red heart babe face with tears of joy face with tears of joy face with tears of joy face with tears of joy,2.0,0.0,0.0,0.0,,,,,
vB3iY9I,clyMggium,"So Logans only defence is essentially that he didn't fully understand crypto. Which even if he wins the case, he loses the public opinon battle.",5.0,0.0,0.0,0.0,,,,,
vb-WyHa,clzL4EAEN,Not impressed. It’s just a fancy gadget for something my phone already does.,2.0,0.0,0.0,0.0,,,,,
vmCnKGQ,cm-DDvRLO,Does it sync easily with cloud storage?,4.0,0.0,1.0,0.0,,,,,
vhTHDT-,cm1R4g1WS,grinning face with sweat grinning face with sweat,5.0,0.0,0.0,0.0,,,,,
v8TdcdK,cm3hVN5Ly,Womp womp smiling face with smiling eyes,5.0,0.0,0.0,0.0,,,,,
vTdqmte,cm5S9myCv,Was that a bottle of frozen water at the 4:25 mark?! face with tears of joy f cold face cold face cold face,5.0,0.0,0.0,0.0,,,,,
vKlzOiZ,cm7fcfJd7,"튀르키예에서 물가가 너무 올라서 힘들다고 하셨는데, 이 통역기를 사용하면 현지 사람들과 소통하며 더 좋은 거래를 할 수 있을 것 같아요.",1.0,1.0,0.0,0.0,,,,,
viVgLsZ,cmAxF6P_F,30 Kontinente? face with tears of joy,5.0,0.0,0.0,0.0,,,,,
v8TdcdK,cmH-ieGnH,Hi red heart,5.0,0.0,0.0,0.0,,,,,
v1hWN0s,cmK5pRY9j,probably just a app and i bet it runs linux/android under the hood,4.0,0.0,0.0,0.0,,,,,
vhTHDT-,cmK9vIbjM,face with tears of joy face with tears of joy face with tears of joy,5.0,0.0,0.0,0.0,,,,,
vr9Mebt,cmKf1dYFL,Why does Xfaiyx struggle with regional accents? It’s frustrating when it can’t understand Scottish or Welsh speakers.,2.0,0.0,1.0,0.0,,,,,
vhTHDT-,cmKfjbBLW,mission done smiling face with hearts red heart,5.0,0.0,0.0,0.0,,,,,
v1hWN0s,cmLU_h5d9,Just like Apple destroyed Rabbit and other tools this won't last long,2.0,0.0,0.0,0.0,,,,,
v8TdcdK,cmM1i5fSe,You dhould not listen,5.0,0.0,0.0,0.0,,,,,
v8TdcdK,cmOVj9wSO,clapping hands clapping hands clapping hands clapping hands rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing,5.0,0.0,0.0,0.0,,,,,
vbesCCb,cmPwjqRro,Kostet nur 300-450€,4.0,0.0,0.0,0.0,,,,,
vhTHDT-,cmVbA2SSK,face with tears of joy face with tears of joy face with tears of joy,5.0,0.0,0.0,0.0,,,,,
vKlzOiZ,cmW08J86F,영상 잘 봤습니다. 한국도 힘들지만 튀르키예도 힘드네요.. 근데 여친분? 와이프분? 키가 어떻게 되시나요?,5.0,0.0,0.0,0.0,,,,,
v8TdcdK,cmWOHvK8e,rolling on the floor laughing hahaha he got you boy,5.0,0.0,0.0,0.0,,,,,
v8TdcdK,cmYYm5lPm,Did tht girl break uo wth her bf she had a diff one,5.0,0.0,0.0,0.0,,,,,
v8TdcdK,cmbOz8TZS,Break up with him he doesn’t deserve you carrie,5.0,0.0,0.0,0.0,,,,,
vUt-uCX,cmc2rR-UD,your Hight and your face appearance is matching.... how old are you?,5.0,0.0,0.0,0.0,,,,,
vbesCCb,cmfAKpXdh,"Für jemanden, der oft ins Ausland reist, könnte das nützlich sein. Aber ich frage mich, wie viele Sprachen unterstützt werden?",4.0,1.0,1.0,0.0,,,,,
vbesCCb,cmfb9rhqJ,"Ich habe es während einer Geschäftsreise verwendet, und es war sehr hilfreich. Die Sprachübersetzung war schnell und präzise.",1.0,1.0,0.0,0.0,,,,,
v8TdcdK,cmfh1n7Ah,Carrie can you tell me the shade of your hair color please? face holding back tears,5.0,0.0,0.0,0.0,,,,,
vB3iY9I,cmlZ8tOZv,my favorite part of this video is the dog totally chillin' on the chair behind her....,5.0,0.0,0.0,0.0,,,,,
vB3iY9I,cmrUywaTK,Logan paul throwing it all away. I'm here for it. popcorn popcorn,5.0,0.0,0.0,0.0,,,,,
v8TdcdK,cmsiwqEIe,"It's Rs.86, 776 on Amazon without shipping costs face with tears of joy No thank you face with tears of joy I've a husband who is a free translator for me for Hindi and marathi face with tears of joy We know Tamil and English smiling face with smiling eyes Problem solved smiling face with smiling eyes",2.0,0.0,0.0,0.0,,,,,
vbesCCb,cmvogaJPa,also statt 400euro auszugeben Nehm ich lieber mein Smartphone...,2.0,0.0,0.0,0.0,,,,,
vhTHDT-,cmxcNmRbM,they dead face with hand over mouth,5.0,0.0,0.0,0.0,,,,,
vbesCCb,cn1dxmqlb,klingt schon gut aber 370 ist auch ein stolzer Preis.liebenn Gruß,3.0,0.0,0.0,0.0,,,,,
vpOtjW1,cn2jqwcI2,"I tried using the Xfaiyx Smart Translator for translating job descriptions, but it failed to capture the nuances of professional language. Not impressed.",2.0,1.0,0.0,0.0,,,,,
vB3iY9I,cn475mA_G,"The design of the Xfaiyx Smart Recorder is sleek, but the audio quality isn't as good as I expected. Maybe an update could improve this?",3.0,0.0,0.0,1.0,,,,,
v8TdcdK,cn59jmBra,U can use the Google translator too skull,4.0,0.0,0.0,0.0,,,,,
vB3iY9I,cn5NBPUfo,"Coffezilla's attorney is the same one who prosecuted and caught Alex Jones in the Sandy Hook ""Perry Mason Moment."" He's in good hands.",5.0,0.0,0.0,0.0,,,,,
v8TdcdK,cn8V22xUH,face with tears of joy,5.0,0.0,0.0,0.0,,,,,
vbesCCb,cn95OL4LH,ganz ohne Internet ? glaube ich nicht,2.0,0.0,1.0,0.0,,,,,
vB3iY9I,cnBG37Pv8,"At 24:25: ""...this was really Coffeezilla's rise to notoriety on YouTube."" Oddly, the notion of ""notoriety"" is another funny argument against Coffeezilla. The only people who find him notorious are, well, scammers. Any law-abiding citizen would and does hold Coffeezilla in high regard. Anyone who says Coffeezilla has ""notoriety"" is probably up to no good. (Or maybe they don't know what the word notoriety means, which I wouldn't put past Logan Paul.)",5.0,0.0,0.0,0.0,,,,,
v8TdcdK,cnFOXUNCr,Need volg on this,5.0,0.0,0.0,0.0,,,,,
v1hWN0s,cnJn1V1tS,flushed face,5.0,0.0,0.0,0.0,,,,,
vmCnKGQ,cnJs8cq63,Voice-to-text feature? That's a game-changer!,1.0,0.0,0.0,0.0,,,,,
v8TdcdK,cnOLn5tDj,face with tears of joy face with tears of joy face with tears of joy face with tears of joy,5.0,0.0,0.0,0.0,,,,,
vWN5LPe,cnTz34dGx,"I am learning Arabic. It’s such a cool language. I taught myself the alphabet and now I’m building up vocabulary, grammar, etc through duolingo and other sources. That translator looks like something fun and useful to try out. Great productive week!",1.0,0.0,0.0,0.0,,,,,
v8TdcdK,cnWnlPmKK,face with tears of joy face with tears of joy face with tears of joy,5.0,0.0,0.0,0.0,,,,,
v8TdcdK,cn_jIuW_g,Ok but the cat had me rolling rolling on the floor laughing rolling on the floor laughing,5.0,0.0,0.0,0.0,,,,,
vb-WyHa,cnbFD6iv4,Just another device that does what my phone already can. expressionless face,2.0,0.0,0.0,0.0,,,,,
v8TdcdK,cncg6Un1f,"""Carrie is there! "" * preppy scary shrek slipper warnig eye mouth eye face blowing a kiss *",5.0,0.0,0.0,0.0,,,,,
vb-WyHa,cneT6qw67,I am delighted,5.0,0.0,0.0,0.0,,,,,
vhTHDT-,cniASJba1,Bruh face with tears of joy,5.0,0.0,0.0,0.0,,,,,
vUt-uCX,cnkWbv80f,bro is zoomed down rolling on the floor laughing,5.0,0.0,0.0,0.0,,,,,
vKlzOiZ,cnoYd7JgA,리라화가 폭락해도 인플레이션이 그걸 상쇠하고도 남으니 달러를 들고 가서 환전해도 여행하기에 한국인으로서도 부담스러울 거 같은데 그런가요? 캐럿맨씨~,5.0,0.0,0.0,0.0,,,,,
vhTHDT-,cnrHM0IWN,rolling on the floor laughing rolling on the floor laughing,5.0,0.0,0.0,0.0,,,,,
v8TdcdK,cnxv6PU2_,Apnavi is so pretty star-struck red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart smiling face with smiling eyes smiling face with smiling eyes smiling face with smiling eyes smiling face with smiling eyes smiling face with smiling eyes smiling face with smiling eyes smiling face with smiling eyes smiling face with smiling eyes smiling face with smiling eyes,5.0,0.0,0.0,0.0,,,,,
v8TdcdK,cnyUx-PHM,The way carrie trhow the slippers got me skull,5.0,0.0,0.0,0.0,,,,,
v8TdcdK,co22zTGVs,Carrie red heart,5.0,0.0,0.0,0.0,,,,,
vUt-uCX,co4VHeGXu,bro you are very tall grinning face grinning face grinning face grinning face grinning face,5.0,0.0,0.0,0.0,,,,,
ve33QLn,co5ivFJlf,flushed face,5.0,0.0,0.0,0.0,,,,,
vB3iY9I,coGJykHRG,It's always funny watching 2 hacks go at each other.,5.0,0.0,0.0,0.0,,,,,
v8TdcdK,coHpNyyro,Bhr jane nahi deti ghr pr baat nahi kr skte fir kehte h ki bathroom me 4 ghnte kyu lgate ho,5.0,0.0,0.0,0.0,,,,,
vB3iY9I,coLy2UxoU,Logan Paul voluntarily parking his own a** in slapping-height! The guy has NO morals. Why do people listen to these kind of idiots?,5.0,0.0,0.0,0.0,,,,,
vB3iY9I,coP2vp4yn,"I remember hearing a lawyer say 'Is there a lawsuit or is there a case?' And at the time the distinction wasn't super clear to me. I get it now. There is absolutely a lawsuit and there's absolutely no case. Also, wasn't he involved in 2 rugs, being save the children and Dink doink? Serial killer needs 3 victims, serial scammer seems fitting if we take Cryptozoo as his 3rd. I'd argue any time he charged money to see him fight, buy any of his merch or go to a meet and greet he scammed people since all they got was to meet Logan Paul, but I understand that wouldn't hold up.",5.0,0.0,0.0,0.0,,,,,
vhTHDT-,coQ5yLuwn,face with tears of joy face with tears of joy face with tears of joy,5.0,0.0,0.0,0.0,,,,,
vKlzOiZ,coUTFgSs4,촉 규젤~~,5.0,0.0,0.0,0.0,,,,,
vUt-uCX,coUawlPwi,W man W device W opinion,1.0,0.0,0.0,0.0,,,,,
vhTHDT-,coV-e3zEP,grinning face with sweat grinning face with sweat grinning face with sweat grinning face with sweat,5.0,0.0,0.0,0.0,,,,,
v1hWN0s,coVqnAe2D,Again one of those things that people try to hype up that my phone can do man shrugging,2.0,0.0,0.0,0.0,,,,,
vhTHDT-,coX4Kzc9x,lucky me..I know both language beaming face with smiling eyes,5.0,0.0,0.0,0.0,,,,,
vB3iY9I,coXG8QFj5,The dog in the background face with tears of joy,5.0,0.0,0.0,0.0,,,,,
vUt-uCX,coeAQ9Gis,Unc is 5”3,5.0,0.0,0.0,0.0,,,,,
vmCnKGQ,cofhhOUvR,"Great for taking quick notes during conferences, but I wish it had better noise cancellation.",3.0,1.0,0.0,1.0,,,,,
vTdqmte,colF615iV,Dude one word: Keeper,5.0,0.0,0.0,0.0,,,,,
vB3iY9I,cop9GXzPP,Streisand Effect: Activated!,5.0,0.0,0.0,0.0,,,,,
vKlzOiZ,copdzYDcG,한국은행 금리가 3.5%인데 자영업자들 올해만 100만명 이상 폐업을 했는데 터키는 상상을 초월하네요.,5.0,0.0,0.0,0.0,,,,,
ve33QLn,coq90eVeP,"No lo recomiendo, el diseño es incómodo y no cabe bien en el bolsillo.",2.0,0.0,0.0,0.0,,,,,
vhTHDT-,corrRMO9Z,You are in so trouble hahahahahahah,5.0,0.0,0.0,0.0,,,,,
vWN5LPe,cosbeYR-h,First to view party popper,5.0,0.0,0.0,0.0,,,,,
vmCnKGQ,cou80KVJd,"The device is okay, but I think it’s overpriced for the features it offers.",2.0,0.0,0.0,0.0,,,,,
vKlzOiZ,cp4lPf_a2,"터키 이스탄불의 관광지면, 서울 강남이라고 봐도?",5.0,0.0,0.0,0.0,,,,,
v8TdcdK,cp5hUggZl,Why does the Xfaiyx Translator take so long to process certain languages? Is there a fix for this?,2.0,0.0,1.0,0.0,,,,,
vB3iY9I,cpF3sSSO1,Unfortunately Coffee's insurance rejected him. He now has to fund his defense himself and is collecting donations.,5.0,0.0,0.0,0.0,,,,,
vhTHDT-,cpJOJGDLi,"""hi apnavi,niro is there backhand index pointing right """" hi Nick CARRIE is there backhand index pointing right "" *turns around* thong sandal",5.0,0.0,0.0,0.0,,,,,
vKlzOiZ,cpJdSFepd,삼성 갤럭시24 번역기 하고 비교하면 어떤가요?,4.0,0.0,1.0,0.0,,,,,
v8TdcdK,cpJdxQDPF,How much is that??,1.0,0.0,1.0,0.0,,,,,
v8TdcdK,cpLReCQUU,When will you marry each other,5.0,0.0,0.0,0.0,,,,,
v8TdcdK,cpPnrC9pu,"""Hi apnavi niro is there and carrie is there"" got me rolling face with tears of joy face with tears of joy",5.0,0.0,0.0,0.0,,,,,
vB3iY9I,cpRjiUTdP,I feel like you don’t get to use your platform to market your product and then say “it wasn’t me” when the product is a known scam or failure. face with tears of joy,5.0,0.0,0.0,0.0,,,,,
vTdqmte,cpSrYhgNZ,It may have been quicker to fly to Germany or the States to get your part and bring it with you in your carry-on.,5.0,0.0,0.0,0.0,,,,,
vB3iY9I,cpVvU2As-,Team Coffezilla Logan Paul is as fake as his wrestling career,5.0,0.0,0.0,0.0,,,,,
v3T6mPl,cpXay4kAK,smiling face with smiling eyes,5.0,0.0,0.0,0.0,,,,,
